RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,UseCode,Style,Grade,Roof,Flooring,Heating,Fireplace,YearBuilt,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,Basement,FinishedBasement,BasementType,ExternalWalls,NumberOfStories,SquareFootageFinishedLiving
8363,40C110000,106,LINDA CT,,Single Family,Split-Foyer Superior,C++,Shingles,Hardwood,Forced Air,2,1963,9,4,0,2,0,1092,895,Full Basement,Brick Veneer,1.00,1092
8364,40C111000,104,LINDA CT,,Single Family,Split-Foyer Exc,B,Architectural Shingles,Hardwood,Forced Air,1,1962,7,4,0,2,0,1035,847,Full Basement,Brick Veneer,1.00,1035
8365,40C112000,102,LINDA CT,,Single Family,Split-Foyer Superior,C++,Architectural Shingles,Hardwood,Forced Air,1,1963,7,3,0,2,0,1008,787,Full Basement,Vinyl,1.00,1008
8366,40C113000,2400,ANGUS RD,,Single Family,1 Sty w/ Bsmt,C +,Architectural Shingles,Hardwood,Baseboard,1,1963,7,3,0,2,0,672,441,Partial Basement,Brick Veneer,1.00,1954
8367,40C114000,2404,ANGUS RD,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,2,1959,7,3,0,2,0,1269,373,Partial Basement,Brick Veneer,1.00,1731
8368,40C115000,1616,RICKY RD,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,2,1960,7,3,0,3,0,1566,770,Full Basement,Brick Veneer,1.00,1566
8369,40C116000,2309,ANGUS RD,,Single Family,1 Sty w/ Bsmt,C +,Shingles,Hardwood,Forced Air,2,1958,8,4,0,2,0,1508,398,Full Basement,Brick Veneer,1.00,1508
8370,40C117000,2307,ANGUS RD,,Single Family,1 Sty w/ Bsmt,C +,Shingles,Tile,Forced Air,1,1958,6,3,0,2,0,1372,320,Full Basement,Brick Veneer,1.00,1372
8371,40C118000,2305,ANGUS RD,,Single Family,2 Story (Avg),C++,Architectural Shingles,Hardwood,Forced Air,1,2019,10,5,No dat,3,No dat,,,No Basement,Vinyl,2.0,2924
8372,40C119000,2303,ANGUS RD,,Single Family,1 Sty w/ Bsmt,C +,Architectural Shingles,Hardwood,Heat Pump,1,1959,6,4,No dat,3,0,1348,675,Full Basement,Brick Veneer,1.00,1348
8373,40C120000,2301,ANGUS RD,,Single Family,1 Sty w/ Bsmt,C +,Shingles,Hardwood,Heat Pump,2,1958,6,3,0,2,0,1500,744,Full Basement,Brick Veneer,1.00,1500
8374,40C121000,1615,CEDAR HILL RD,,Single Family,Split-Level (Avg),C +,Shingles,Hardwood,Forced Air,2,1959,8,4,1,3,0,1561,784,Full Basement,Brick Veneer,1.00,1561
8375,40C122000,1613,CEDAR HILL RD,,Single Family,1 Sty w/ Bsmt,C +,Architectural Shingles,Tile,Forced Air,1,1959,6,3,1,2,0,1386,684,Full Basement,Brick Veneer,1.00,1386
8376,40C124000,2203,WAYNE AVE,,Parking Lot,,,,,,,,,,,,,0,0,,,,
8377,40C126000,2202,WAYNE AVE,,Single Family,1 Story,C +,Shingles,Hardwood,Heat Pump,1,1961,5,3,1,1,0,1259,358,Full Basement,Wood,1.00,1259
8378,410001000,2009,MEADOWBROOK RD,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1952,8,3,1,2,1,1792,485,Partial Basement,Brick Veneer,1.00,2340
8379,410001100,2007,MEADOWBROOK RD,,Single Family,1 Story,B -,Shingles,Hardwood,Forced Air,1,1956,7,3,2,1,2,1758,820,Full Basement,Brick Veneer,1.00,1758
8380,410002000,2005,MEADOWBROOK RD,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1955,6,4,0,3,1,241,,Partial Basement,Wood,1.00,2539
8381,410002100,2001,MEADOWBROOK RD,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1954,6,3,0,2,1,672,,Partial Basement,Brick Veneer,1.00,1484
8382,410002200,1527,RUGBY RD,,Single Family-1 Conversion,1 Story,B -,Shingles,Hardwood,Forced Air,2,1955,9,4,0,3,0,1645,640,Full Basement,Brick Veneer,1.00,1645
8383,410002300,1531,RUGBY RD,,Single Family,1.5 Sty (Avg),B,Shingles,Hardwood,Forced Air,3,1956,10,4,0,3,0,868,700,Partial Basement,Brick Veneer,1.50,2249
8384,410003000,1923,MEADOWBROOK RD,,Single Family-1 Conversion,2 Story,B++,Slate,Hardwood,Forced Air,4,1949,12,4,No dat,4,0,153,,Cellar,Wood,2.00,2889
8385,410004000,1915,MEADOWBROOK RD,,Single Family,2 Sty Excellent,A -,Architectural Shingles,Hardwood,Forced Air,3,1954,9,4,2,2,0,870,575,Partial Basement,Brick Veneer,2.00,2700
8386,410005000,1403,HILLTOP RD,,Single Family,1.5 Story,A -,Architectural Shingles,Hardwood,Hot Water Radiator,2,1930,11,6,1,3,0,500,400,Partial Basement,Stone,1.50,2569
8387,410006000,1409,HILLTOP RD,,Single Family,2 Story,A -,Shingles,Hardwood,Forced Air,3,1930,9,4,1,2,0,952,160,Partial Basement,Wood,2.00,3557
8388,410007000,1419,HILLTOP RD,,Single Family,2 Story,A -,Copper,Hardwood,Hot Water Radiator,5,1925,14,6,2,5,0,1240,656,Partial Basement,Stucco,2.00,4494
8389,410007100,1415,HILLTOP RD,,Single Family,2 Story,A -,Architectural Shingles,Hardwood,Forced Air,1,2004,13,6,1,4,0,2180,1520,Partial Basement,Wood,2.00,3500
8390,410008000,1535,RUGBY RD,,Single Family-1 Conversion,1 Sty (Avg),B +,Built Up,Hardwood,Hot Water Radiator,2,1951,10,4,1,3,0,1342,880,Partial Basement,Stucco,1.00,3160
8391,410009000,1521,RUGBY RD,,Single Family,2 Story,B,Shingles,Hardwood,Forced Air,2,1955,6,5,1,2,0,700,700,Partial Basement,Cedar,2.00,2100
8392,410009000,1521,RUGBY RD,,Single Family,,,,,,,,,,,,,0,0,,,,
8393,410010000,1503,RUGBY RD,,Single Family-1 Conversion,1 Sty (Avg),B +,Architectural Shingles,Hardwood,Forced Air,3,1954,15,5,0,5,0,2658,2264,Partial Basement,Wood,1.00,3458
8394,410010100,1501,RUGBY RD,,Single Family,1 Sty Transitional,A -,Metal,Hardwood,Forced Air,1,2015,8,3,No dat,4,No dat,485,485,Walkout Basement,Brick Veneer,1,3268
8395,410011000,1372,HILLTOP RD,,Single Family,Tri-Level,B++,Architectural Shingles,Hardwood,Forced Air,2,1957,11,5,0,5,0,1020,,Partial Basement,Brick Veneer,2.00,3903
8396,410011100,1368,HILLTOP RD,,Single Family,1 Sty Excellent,B +,Architectural Shingles,Hardwood,Forced Air,2,1956,9,4,1,3,0,1851,1067,Partial Basement,Brick Veneer,1.00,2051
8397,410012000,1364,HILLTOP RD,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,2,1953,7,3,0,3,1,1482,786,Full Basement,Brick Veneer,1.25,2373
8398,410013000,1360,HILLTOP RD,,Single Family,2 Story (Avg),B++,Architectural Shingles,Hardwood,Hot Water Baseboard,1,1953,9,3,1,2,No dat,1025,283,Full Basement,Brick Veneer,2.00,1966
8399,410014000,1344,HILLTOP RD,,Single Family,1.5 Story,B,Shingles,Hardwood,Forced Air,1,1955,6,4,0,5,1,1830,,Partial Basement,Brick Veneer,1.5,2825
8400,410014100,1350,HILLTOP RD,,Single Family,1 Story,B -,Architectural Shingles,Hardwood,Forced Air,2,1956,9,3,No dat,3,2,1767,1100,Partial Basement,Brick Veneer,1.00,2215
8401,410015000,1404,RUGBY RD,,Single Family,1 Story,B -,Shingles,Hardwood,Hot Water Radiator,1,1955,6,3,1,1,0,,,Partial Basement,Brick Veneer,1.00,1525
8402,410015100,1413,DAIRY RD,,Single Family,Split-Level,B -,Shingles,Hardwood,Hot Water Radiator,1,1955,6,2,0,2,0,765,622,Partial Basement,Brick Veneer,1.00,1667
8403,410015200,1421,DAIRY RD,,Single Family,2 Story w/ Bsmt,B +,Architectural Shingles,Hardwood,Heat Pump,1,2017,10,5,1,4,No dat,1397,836,Walkout Basement,Hardy Board,2.0,3172
8404,410016000,1415,DAIRY RD,,Single Family,2 Story,B++,Architectural Shingles,Hardwood,Hot Water Radiator,1,1950,12,4,0,4,0,1008,947,Full Basement,Wood,2.00,2064
8405,410017000,1426,DAIRY RD,,Single Family,1 Story,B +,Architectural Shingles,Hardwood,Hot Water Radiator,2,1948,8,3,0,3,0,672,336,Partial Basement,Wood Shingle,1.00,1530
8406,410018000,1505,DAIRY RD,,Single Family,2 Story (Avg),A -,Shingles,Hardwood,Heat Pump,2,1930,10,4,1,3,0,484,,Partial Basement,Wood,2.00,3118
8407,410019000,1434,RUGBY RD,,Single Family,Tri-Level,B +,Shingles,Hardwood,Forced Air,2,1959,9,5,0,3,0,2008,1600,Partial Basement,Brick Veneer,2.00,2464
8408,410019100,1432,RUGBY RD,,Single Family-1 Conversion,1.5 Sty (Avg),B -,Shingles,Hardwood,Forced Air,2,1955,9,4,0,4,0,1768,1330,Full Basement,Brick Veneer,1.00,2576
8409,410020000,1446,RUGBY RD,,Single Family,2 Sty Excellent,A,Slate,Hardwood,Hot Water Radiator,2,1941,7,3,2,2,0,1488,1200,Partial Basement,Brick Veneer,2.00,3280
8410,410020000,1446,RUGBY RD,,Single Family,1 Story,C,Shingles,None,Heat Pump,0,1950,5,2,0,1,2,545,,No Basement,Wood,1.00,592
8411,410020100,0,RUGBY RD,,Vacant Land,,,,,,,,,,,,,0,0,,,,
8412,410021000,1450,RUGBY RD,,Single Family,2 Story,B +,Shingles,Hardwood,Hot Water Radiator,2,1938,8,4,1,3,0,1170,493,Partial Basement,Brick Veneer,2.00,2433
8413,410022000,1454,RUGBY RD,,Single Family,2 Story,B++,Shingles,Hardwood,Heat Pump,1,1948,9,3,1,3,0,696,425,Partial Basement,Brick Veneer,2.00,2300
8414,410023000,1800,DAIRY RD,,Single Family,2 Sty Superior,A -,Metal,Hardwood,Hot Water Radiator,3,1940,9,4,1,3,0,,,No Basement,Wood,2.00,3191
8415,410024000,1820,DAIRY RD,,Single Family,1 Sty Excellent,B++,Architectural Shingles,Hardwood,Forced Air,1,2001,8,5,1,4,2,1971,1548,Walkout Basement,Wood Shingle,2.00,2261
8416,410025000,1718,DAIRY RD,,Single Family,1 Sty (Avg),B,Shingles,Hardwood,Forced Air,2,1955,6,3,0,3,0,1821,531,Full Basement,Brick Veneer,1.00,1821
8417,410025100,1726,DAIRY RD,,Single Family,1.5 Sty (Avg),B +,Architectural Shingles,Hardwood,Hot Water Radiator,2,1954,11,4,0,4,0,1746,210,Full Basement,Brick Veneer,1.33,2322
8418,410026000,1561,DAIRY RD,,Single Family,1 Sty (Avg),B -,Shingles,Hardwood,Hot Water Radiator,2,1952,9,4,0,3,0,2027,1435,Full Basement,Wood,1.00,2027
8419,410027000,1545,DAIRY RD,,Single Family,1 Sty (Avg),B -,Shingles,Hardwood,Forced Air,2,1956,7,3,1,2,0,1984,738,Full Basement,Brick Veneer,1.00,1984
8420,410027100,1551,DAIRY RD,,Single Family,1 Sty (Avg),B -,Shingles,Hardwood,Forced Air,2,1955,6,3,0,3,0,1798,498,Full Basement,Brick Veneer,1.00,1798
8421,410028200,1541,DAIRY RD,,Single Family,1.5 Sty (Avg),B,Slate,Hardwood,Heat Pump,2,1960,10,5,0,3,0,1610,589,Full Basement,Brick Veneer,1.75,2475
8422,410029000,1535,DAIRY RD,,Single Family-2 Conversion,2.5 Story,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1921,16,4,1,4,0,1216,,Cellar,Hardy Board,2.33,5364
8423,410030000,1527,DAIRY RD,,Single Family,1 Story,A -,Slate,Hardwood,Hot Water Radiator,3,1951,10,5,0,5,0,1258,1092,Partial Basement,Brick Veneer,1.00,3812
8424,410032000,1519,DAIRY RD,,Single Family,1.5 Sty (Avg),B -,Shingles,Hardwood,Hot Water Radiator,1,1951,7,4,0,4,0,1260,,Partial Basement,Brick Veneer,1.50,2656
8425,410033000,1521,DAIRY RD,,Single Family,1 Story,B,Architectural Shingles,Tile,Hot Water Radiator,1,1951,6,3,1,2,0,,,No Basement,Brick Veneer,1.00,2217
8426,410034000,1517,DAIRY RD,,Single Family,1.5 Story,B +,Architectural Shingles,Hardwood,Forced Air,1,1951,9,5,0,3,0,,,No Basement,Brick Veneer,1.50,3360
8427,410035000,1510,DAIRY RD,,Single Family-1 Conversion,1.5 Sty (Avg),B +,Architectural Shingles,Hardwood,Hot Water Radiator,2,1954,13,5,1,4,0,1364,1237,Walkout Basement,Brick Veneer,1.00,2455
8428,410036000,1504,DAIRY RD,,Single Family,1.5 Story,B +,Asbestos,Hardwood,Hot Water Radiator,1,1946,8,4,0,3,0,693,600,Full Basement,Wood,1.50,1780
8429,410037000,1434,DAIRY RD,,Single Family,2 Story w/ Bsmt,B -,Architectural Shingles,Hardwood,Hot Water Radiator,2,1950,12,4,1,3,1,1435,1087,Partial Basement,Brick Veneer,2.00,3169
8430,410038000,1410,DAIRY RD,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Heat Pump,1,1952,6,3,1,1,0,180,,Cellar,Wood,1.00,2009
8431,410039000,1411,GENTRY LN,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1940,7,3,1,3,1,1086,256,Partial Basement,Wood,1.5,1749
8432,410039100,1419,GENTRY LN,,Single Family,2 Story,B,Shingles,Hardwood,Heat Pump,1,2011,6,3,1,2,0,,,No Basement,Hardy Board,2.00,2588
8433,410040000,1423,GENTRY LN,,Single Family,1 Story,B,Shingles,Hardwood,Heat Pump,1,1946,5,2,0,2,0,336,,Partial Basement,Brick Veneer,1.00,1457
8434,410041000,1425,GENTRY LN,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1942,5,2,0,1,0,250,,Partial Basement,Asbestos,1.00,1085
8435,410042000,1425,GENTRY LN,A,Single Family,1.5 Story,B,Shingles,Hardwood,Heat Pump,1,1989,7,3,0,2,0,782,262,Full Basement,Wood,1.75,1785
8436,410043000,1427,GENTRY LN,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Heat Pump,1,1946,8,3,0,3,0,384,,Partial Basement,Wood,1.00,1778
8437,410044000,1522,DAIRY RD,,Single Family,1 Story,B +,Architectural Shingles,Hardwood,Forced Air,2,1952,12,4,0,3,0,1407,715,Partial Basement,Brick Veneer,1.00,1783
8438,410045000,1518,DAIRY RD,,Duplex,1 Story,C +,Shingles,Hardwood,Hot Water Radiator,2,1955,11,5,2,2,0,396,,Partial Basement,Brick Veneer,1.00,2503
8439,410045100,1524,DAIRY RD,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Heat Pump,1,2011,10,3,1,3,0,1465,,Walkout Basement,Hardy Board,2.00,3054
8440,410046000,1429,GENTRY LN,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1941,6,3,1,1,0,1090,,Full Basement,Asbestos,1.00,1131
8441,410047000,1433,GENTRY LN,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Forced Air,0,1946,6,2,0,2,0,,,No Basement,Stucco,1.00,1276
8442,410048000,1435,GENTRY LN,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1946,6,2,0,2,0,,,No Basement,Aluminum,1.00,1227
8443,410049000,1437,GENTRY LN,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,0,1946,4,2,0,1,0,,,No Basement,Aluminum,1.00,768
8444,410050000,1439,GENTRY LN,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1946,5,2,0,1,0,,,No Basement,Wood,1.00,969
8445,410051000,1443,GENTRY LN,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Hot Water Radiator,0,1946,4,2,0,1,0,,,No Basement,Concrete Block,1.00,832
8446,410052000,1526,DAIRY RD,,Single Family,1.5 Sty (Avg),B +,Metal,Hardwood,Hot Water Radiator,2,1956,10,5,0,3,0,1500,555,Full Basement,Brick Veneer,1.50,2625
8447,410053000,1530,DAIRY RD,,Single Family,2 Story w/ Bsmt,A -,Slate,Hardwood,Hot Water Radiator,1,1925,8,4,0,3,0,1186,350,Full Basement,Brick Veneer,2.00,1978
8448,410053100,1507,GENTRY LN,,Single Family,2 Story,B++,Architectural Shingles,Hardwood,Forced Air,1,1955,11,4,1,3,0,1054,533,Partial Basement,Brick Veneer,2.00,3170
8449,410053200,1532,DAIRY RD,,Single Family,2 Story w/ Bsmt,B++,Architectural Shingles,Hardwood,Forced Air,2,1989,9,5,0,4,0,1564,1408,Full Basement,Brick Veneer,2.00,3010
8450,410054000,1536,DAIRY RD,,Single Family,2 Story w/ Bsmt,A -,Metal,Hardwood,Forced Air,2,1937,7,4,1,3,0,1197,400,Full Basement,Wood,2.00,2156
8451,410055000,1546,DAIRY RD,,Single Family,1.5 Sty (Avg),B +,Architectural Shingles,Hardwood,Forced Air,1,2006,10,4,1,4,1,1462,750,Full Basement,Wood,2.00,2193
8452,410056000,1550,DAIRY RD,,Single Family-1 Conversion,1 Sty (Avg),B -,Architectural Shingles,Hardwood,Hot Water Radiator,2,1955,12,4,0,3,0,1770,1106,Walkout Basement,Brick Veneer,1.25,1841
8453,410057000,1556,DAIRY RD,,Single Family,2 Story w/ Bsmt,B++,Architectural Shingles,Hardwood,Heat Pump,2,1990,12,5,0,4,0,1384,1090,Partial Basement,Brick Veneer,2.00,2747
8454,410058000,1560,DAIRY RD,,Single Family,1 Sty (Avg),B,Shingles,Hardwood,Forced Air,2,1958,6,3,0,2,0,1680,166,Full Basement,Brick Veneer,1.00,1680
8455,410059000,0,DAIRY RD,,Vacant Land,,,,,,,,,,,,,0,0,,,,
8456,410060000,0,DAIRY RD,,Vacant Land,,,,,,,,,,,,,0,0,,,,
8457,410061000,1604,DAIRY RD,,Single Family,2 Story,B,Shingles,Hardwood,Forced Air,1,1984,13,5,1,5,0,889,819,Partial Basement,Wood,2.00,3956
8458,410062000,1602,KEITH VALLEY RD,,Single Family-1 Conversion,1 Sty (Avg),B -,Shingles,Hardwood,Heat Pump,2,1954,8,3,0,2,0,1764,992,Partial Basement,Brick Veneer,1.00,2016
8459,410063000,1733,DAIRY RD,,Single Family,1.5 Story,A,Architectural Shingles,Hardwood,Hot Water Radiator,2,1925,9,4,1,2,0,900,,Cellar,Stucco,1.90,2734
8460,410063001,,DAIRY RD,,Vacant Land,No data,No data,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,0,0,No data,No data,No dat,
8461,410063100,1731,DAIRY RD,,Vacant Land,No data,No data,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,0,0,No data,No data,No dat,
8462,410064000,1500,RUGBY RD,,Single Family-1 Conversion,2 Story,A,Shingles,Hardwood,Forced Air,2,1962,9,4,0,6,0,936,,Partial Basement,Brick Veneer,2.00,4377
8463,410065000,1735,DAIRY RD,,Single Family-1 Conversion,1.5 Sty (Avg),B +,Architectural Shingles,Hardwood,Forced Air,1,1955,9,4,0,3,0,1117,368,Partial Basement,Wood,1.50,2034
8464,410066000,1601,KEITH VALLEY RD,,Single Family,1 Sty (Avg),B -,Shingles,Hardwood,Forced Air,2,1955,10,4,0,3,0,1764,1500,Partial Basement,Brick Veneer,1.00,1988
8465,410067000,1603,KEITH VALLEY RD,,Single Family,1 Sty (Avg),B++,Shingles,Hardwood,Forced Air,3,1955,7,3,0,3,0,2108,739,Full Basement,Brick Veneer,1.00,2108
8466,410068000,0,DAIRY RD,,Vacant Land,,,,,,,,,,,,,0,0,,,,
8467,410069000,1819,RUGBY RD,,Single Family,2 Story,A,Shingles,Hardwood,Forced Air,2,1935,10,4,1,3,1,900,456,Partial Basement,Wood,2.00,3068
8468,410070000,0,RUGBY RD,,Vacant Land,,,,,,,,,,,,,0,0,,,,
8469,410071000,1536,RUGBY RD,,Single Family,1.5 Sty Excellent,A -,Shingles,Hardwood,Hot Water Radiator,5,1930,19,4,0,8,0,4288,620,Full Basement,Stone,1.50,7536
8470,41A001000,0,BRANDYWINE DR,,Common Area,,,,,,,,,,,,,0,0,,,,
8471,41A001100,158,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,2,1979,5,2,1,2,0,735,410,Full Basement,Wood,2.00,1491
8472,41A001101,140,BRANDYWINE CT,,Single Family Attached,2.5 Sty Attached,B -,Architectural Shingles,Hardwood,Heat Pump,1,1985,7,4,1,2,0,,,No Basement,Brick Veneer,2.50,1960
8473,41A001110,138,BRANDYWINE CT,,Single Family Attached,2.5 Sty Attached,B -,Architectural Shingles,Hardwood,Heat Pump,1,1985,7,4,1,2,0,,,No Basement,Brick Veneer,2.50,1960
8474,41A001120,136,BRANDYWINE CT,,Single Family Attached,2.5 Sty Attached,B -,Architectural Shingles,Hardwood,Heat Pump,1,1985,7,4,1,2,0,,,No Basement,Brick Veneer,2.50,1960
8475,41A001130,134,BRANDYWINE CT,,Single Family Attached,2.5 Sty Attached,B -,Architectural Shingles,Hardwood,Heat Pump,1,1985,7,3,1,2,0,,,No Basement,Brick Veneer,2.50,1960
8476,41A001140,132,BRANDYWINE CT,,Single Family Attached,2.5 Sty Attached,B -,Architectural Shingles,Hardwood,Heat Pump,1,1985,7,4,1,2,0,,,No Basement,Brick Veneer,2.50,1960
8477,41A001150,130,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,B -,Architectural Shingles,Hardwood,Heat Pump,2,1986,6,3,1,3,1,826,395,Full Basement,Brick Veneer,2.00,1936
8478,41A001160,128,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,B -,Architectural Shingles,Hardwood,Heat Pump,2,1986,6,3,1,3,1,868,395,Full Basement,Brick Veneer,2.00,1736
8479,41A001170,126,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,B -,Architectural Shingles,Hardwood,Heat Pump,2,1986,6,3,1,3,1,868,395,Full Basement,Brick Veneer,2.00,1736
8480,41A001180,124,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,B -,Architectural Shingles,Hardwood,Heat Pump,2,1986,6,3,1,3,1,812,395,Partial Basement,Brick Veneer,2.00,1680
8481,41A001190,122,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,B -,Architectural Shingles,Hardwood,Heat Pump,2,1986,5,2,1,3,1,812,395,Partial Basement,Brick Veneer,2.00,1680
8482,41A001200,156,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,2,1979,7,3,1,2,0,700,345,Full Basement,Wood,2.00,1400
8483,41A001201,120,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,B -,Architectural Shingles,Hardwood,Heat Pump,2,1986,6,3,1,3,1,812,395,Full Basement,Brick Veneer,2.00,1936
8484,41A001210,118,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,1,1990,6,3,1,2,0,,,No Basement,Aluminum,2.00,1568
8485,41A001220,116,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,1,1990,6,3,1,2,0,,,No Basement,Brick Veneer,2.00,1568
8486,41A001230,114,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,1,1990,6,3,1,2,0,,,No Basement,Aluminum,2.00,1568
8487,41A001240,112,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,1,1990,6,3,1,2,0,,,No Basement,Brick Veneer,2.00,1568
8488,41A001250,110,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,1,1990,6,3,1,2,0,,,No Basement,Aluminum,2.00,1568
8489,41A001260,108,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,1,1990,6,3,1,2,0,,,No Basement,Aluminum,2.00,1568
8490,41A001270,106,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,1,1990,6,3,1,2,0,,,No Basement,Aluminum,2.00,1568
8491,41A001280,104,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,1,1990,6,3,1,2,0,,,No Basement,Brick Veneer,2.00,1568
8492,41A001290,102,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,1,1990,6,3,1,2,0,,,No Basement,Aluminum,2.00,1568
8493,41A001300,154,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,2,1979,5,2,1,3,0,630,310,Full Basement,Wood,2.00,1278
8494,41A001301,100,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,1,1990,6,3,1,2,0,,,No Basement,Aluminum,2.00,1568
8495,41A001400,152,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Forced Air,2,1979,6,3,1,2,0,720,386,Full Basement,Brick Veneer,2.00,1440
8496,41A001500,150,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,2,1980,5,2,1,2,0,700,386,Full Basement,Brick Veneer,2.00,1400
8497,41A001600,148,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,2,1980,5,2,1,2,0,684,310,Full Basement,Wood,2.00,1387
8498,41A001700,146,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,1,1980,6,3,1,3,0,703,345,Full Basement,Wood,2.00,1406
8499,41A001800,144,BRANDYWINE CT,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Hardwood,Heat Pump,2,1979,5,2,1,2,0,684,410,Full Basement,Wood,2.00,1387
8500,41A001900,142,BRANDYWINE CT,,Single Family Attached,2.5 Sty Attached,B -,Architectural Shingles,Hardwood,Heat Pump,1,1985,7,4,1,2,0,,,No Basement,Brick Veneer,2.50,1960
8501,41A002000,0,BRANDYWINE DR,,Vacant Land,,,,,,,,,,,,,0,0,,,,
8502,41A002100,1605,BRANDYWINE DR,,Single Family,2 Sty Contemporary,B -,Architectural Shingles,Hardwood,Heat Pump,2,1981,6,4,0,3,No dat,956,750,Partial Basement,Cedar,2.00,1543
8503,41A003000,1607,BRANDYWINE DR,,Single Family,Contemporary,B -,Architectural Shingles,W/W Carpet,Heat Pump,1,1986,6,3,0,2,0,912,702,Partial Basement,Wood,1.00,912
8504,41A004000,0,BRANDYWINE DR,,Vacant Land,,,,,,,,,,,,,0,0,,,,
8505,41A004100,1609,BRANDYWINE DR,,Single Family,2 Story,C +,Shingles,W/W Carpet,Heat Pump,0,1998,6,4,1,3,0,896,896,Full Basement,Vinyl,2.00,1792
8506,41A004200,1611,BRANDYWINE DR,,Single Family,2 Story,C +,Shingles,W/W Carpet,Heat Pump,0,1998,6,3,1,2,0,896,,Full Basement,Vinyl,2.00,1806
8507,41A004300,1613,BRANDYWINE DR,,Single Family,2 Story,C +,Shingles,Hardwood,Heat Pump,0,1999,9,4,1,3,0,1008,668,Full Basement,Vinyl,2.00,2016
8508,41A004400,1615,BRANDYWINE DR,,Single Family,2 Story,C +,Shingles,W/W Carpet,Heat Pump,0,2000,6,3,1,2,0,924,,Full Basement,Vinyl,2.00,1848
8509,41A004500,1617,BRANDYWINE DR,,Single Family,2 Story w/ Bsmt,B -,Shingles,Hardwood,Heat Pump,0,2001,6,3,1,2,0,924,,Full Basement,Vinyl,2.00,1864
8510,41A004600,1619,BRANDYWINE DR,,Single Family,2 Story,C +,Shingles,Hardwood,Heat Pump,0,2001,6,3,1,2,1,924,,Full Basement,Vinyl,2.00,1862
